subscriber_id,engagement_frequency,subscription_age,billing_history,content_preferences,interaction_recency,usage_patterns,feedback_ratings,device_preference,social_interactions,subscription_plan,promotions_offers,customer_service_interactions,competing_services_usage,geographic_location,email_engagement,subscription_status,cancellationRequested,pauseRequested,onHold,expired
66d05ea2-7407-4b5b-827f-ddf8ad25ceba,1,40,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
56024b71-b0cb-4794-b7b8-cd458eee0ae8,2,74,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
3747b446-ff42-4d91-a2cd-069951909ec0,1,110,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
a6728db5-cb38-4871-9676-ff2f8917f70c,1,176,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
9be37791-f7bb-47b6-801a-2dcd3c4c6f02,1,91,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
20edbd4f-b9a7-493d-af0a-e9b0a59b05c4,2,105,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
779d070b-80e7-4daa-b214-4613e9ad5304,1,111,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
9b29f597-6598-4461-82f7-6ff0bc1d590d,2,73,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
9b1d9a08-153e-4405-9ff1-bd142115bb5d,1,150,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
7e52399d-7a5f-4d03-b4c3-09c5ca7f8648,1,158,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
af544739-a070-48de-b35d-8b4729fe200a,2,151,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
3a9fcd7f-eb03-4bf7-a0cb-0aa4482dffb3,1,169,1,2,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
8f824ca1-b03d-4718-89eb-9f44e794058e,1,34,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
5b58adb8-e204-4e55-9fac-5ed199c4d94c,1,169,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
ea65d696-0563-4759-a6c5-60c51e90643a,2,103,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
1e240131-6f8b-4f9e-961b-0d002e28ea35,2,134,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
e594514b-a2bc-4bdd-b81c-82664a969108,1,82,1,2,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
b5f9b938-cb6b-4461-9e76-f069274b25bc,1,127,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
73b05950-81cb-4574-9c2c-adcda6117341,1,54,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
2faa7010-e432-4214-9b20-56bc31cff5c9,2,70,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
a20ae218-e26f-4da7-a4b4-79d3bb466177,1,115,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
507fdfef-4b8c-4d0e-9f7b-bd6b40d691ec,2,66,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
e95ef849-f7da-4468-b72f-690c7a0affda,2,99,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
ecbba180-a221-4e0a-9725-ce605dbd89f4,2,174,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
5c8be60a-88ef-4aee-999f-41259c573e26,2,175,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
2965e8ac-10c4-4599-80f0-b4ef8b0d63bf,1,180,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
dee661b6-05d1-46d7-99d5-9994eb332b78,1,144,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
b3d58456-30ca-4e7e-a83e-8efbc2657f87,1,159,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
5aa55f8c-bf0a-49bd-b0ef-03c7b19342a2,2,88,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
824d7a2d-d0d0-4656-b1ba-425bac30afd8,2,64,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
6f055de9-4968-48f7-997b-aa2b6f65f2c8,1,101,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
3d5b9519-a9e2-4638-9e8a-7d6cee71a724,1,82,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
190f874d-044e-4592-9c00-7e45bbf88c37,2,115,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
218da8e9-b68a-46b3-9922-21563904074d,1,60,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
acd2568b-f627-4f8a-a421-d66fab642421,2,131,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
6a2eb668-62f4-491f-8ff1-32a478d8b24e,1,56,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
12bc1e05-021b-4d9d-b699-1013ebe225ee,2,103,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
36a7d0bf-62d0-45b3-a992-23c44a88a1ed,2,105,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
82d855a0-e7b1-48cd-8eff-3898feb503e7,1,117,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
82b3fca7-9c33-409e-a2af-85c75a429535,1,161,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
9836b15e-c5b1-4dd0-a702-f0bc4d8f4dac,1,39,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
8a71286c-102a-4672-8249-74d1c7002d6d,1,168,1,2,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
0e39a924-bc97-41ed-9c12-f2ebe51fe5fe,1,30,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
8ccb4852-2f98-4ea4-9778-9b7436df54c8,2,36,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
35f27638-2a16-4b13-b10f-d6ecade89f6c,2,43,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
ed9c7e49-3782-4146-b825-5660f15b7043,1,51,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
4c9ab4fe-1e9d-4baf-8237-ff2de6cca6ef,1,92,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
400269de-0519-4893-b8f5-da3a5c1d6f15,1,69,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
fcbdc3b1-3102-45f5-97f9-3bf60663ef3a,1,170,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
b0ede62a-cdd4-4f47-9cbb-1bf9e6f8e179,1,156,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
6b188218-2e1b-480d-aa07-7990b82863a0,2,42,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
fc65482e-98a8-424f-95dc-5fac03a3c083,2,145,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
c818f61a-25ed-4735-97fe-967476e8bcc4,2,72,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
e9985b8e-8183-48e7-9d49-8cdecdee7530,2,124,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
065a260a-ea60-48df-9d2e-c552727b03b5,1,36,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
80555d4d-1cf5-4974-aa6f-d7bd8a38d118,1,174,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
599c7008-c927-4c18-b771-8eb4a86fe136,1,172,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
c61170f7-beef-4444-8e2c-36c46d5f40c8,2,122,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
d50d0079-13a6-4571-9e27-53fe3039c31d,2,179,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
089f5d64-aba2-4509-8198-ed9608c6a879,1,30,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
55dbaa22-7988-48b0-91c7-60ef66f37f7d,1,53,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
86bed70a-144e-4483-a9ff-eff69096e1db,1,119,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
f0afb42a-855b-44d6-be52-22d6f9c0c87c,1,77,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
27b6e2ac-c747-4e44-9ea6-c448611c678a,1,72,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
bf7be5c9-dddc-4d32-923a-adcd97b0aaa5,2,127,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
43112a1e-44cf-4d04-aca6-38f8c7719cb3,2,77,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
2e7766e6-ed78-4fd7-b504-429023da1a18,1,113,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
ae520adb-735d-4e56-a484-5b11753d0d53,2,43,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
be44e7a0-3707-47be-be8b-42e8fb7e97b9,1,175,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
ce73321e-04e7-4a36-a6db-1bc8d725da16,1,44,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
7df970b5-b9c2-48fe-b10c-c8001ac0307b,1,40,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
bf5a9ffe-a37f-4393-815e-a31390ae4a12,2,166,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
0793f9ff-ec13-403d-ac09-2ae09b995450,1,173,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
9d8468c6-38e9-4f61-9721-ba96e2ceda79,1,82,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
cfed4496-b6e5-4d11-82e2-48a607af95d5,1,108,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
af79cba1-d5b6-494b-b890-b4bcb86ab7bb,1,112,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
3949766a-b8f2-431d-89b4-74fb2c173fd5,2,167,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
c0f52c96-9f12-4da2-a73a-a2175a0fd21b,1,121,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
ac2d4e46-22ac-40a2-b445-49598180e607,2,41,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
8382b863-1ecb-4f5d-b611-2fb2465cf1b8,1,31,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
12c27a1e-6653-496e-b02b-0edb93f2a0d8,2,68,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
a12f35d0-bca0-455d-8805-69a141f299b0,1,178,1,2,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
bf0b036b-a331-4242-a72b-e8c790c6d7fb,1,119,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
14186e39-185a-4a6b-8387-2c7e868fb8ce,2,46,1,2,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
24be4847-778b-43cf-90e4-9cd96f2abaa4,2,171,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
e16bc513-954c-4205-b3b3-a7d1e8a6ff65,2,68,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
9677bf01-c2f8-468c-baf2-78b8b50ad2c2,1,75,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
86d037c9-1cb4-42c5-9e0e-c141c9b2c766,2,90,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
fbec6b3f-b67c-451e-a547-f6ce5b21056c,2,49,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
f5b18d5f-c3a8-4437-a59f-a65d6b4abf8f,1,75,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
ee22c2ba-a7f1-4c9a-b333-74909c72ac5d,2,143,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
5fcd17d9-ac9c-44d0-a019-96d99b1cfdf4,1,105,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
b4322433-c86a-4440-9541-0c0f71e1d226,2,43,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
129b834f-3ac3-405e-99f6-5390a66f685c,1,51,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
9fa366f6-2259-4ad3-ae3a-2c891fde5a4d,2,177,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
bc7661b8-0fbe-4b03-b498-624a12a4ebdc,2,99,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
15753d91-670b-45cb-962c-b5d9ad1a9849,2,169,1,2,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
eed430f2-ea66-43ef-b1eb-4b536cc74ef0,1,57,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
3358ad63-80ee-42ca-9ea9-33d6fd80c5c6,1,41,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
fe1f9f34-fc66-4d21-90ab-361c46f43590,1,84,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
305856db-ad32-4ba9-ab61-6adacdc10630,1,70,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
1dfb595d-b5af-4022-ad7b-1c31b8e8add9,1,164,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
bdfe7f44-e1b8-4434-afaa-6dcc3c2c864e,1,51,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
dce728f9-3dd1-43fb-b310-36596689f124,2,69,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
436d012f-02dc-40cb-9073-4220aa9ab10d,1,81,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
95001c5a-2246-4070-87c7-09c9d46f0ade,2,69,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
0994de40-2db6-4aeb-9c36-aaafe9fbc21c,2,133,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
5f15cfc6-184f-4821-8a36-c7f8f0057202,1,45,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
e1172e0c-7615-44d3-b35f-4372397169c6,1,39,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
17200fa2-4221-4de4-9977-8fc88f297beb,2,166,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
ebf0c89d-86cc-4b21-be5e-1e8300afd353,2,124,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
a4eecb7f-032f-4594-97ea-4b5f03a58362,1,43,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
8f5d129a-1f3e-4125-886b-c9db1b1eda73,1,126,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
215bb903-534e-40aa-ac6b-9f9c459ce413,1,176,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
e0688a21-d355-48f7-9970-958c7f099ddb,1,153,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
7583fc38-91d8-4f78-b31f-4a25b27fbcea,1,175,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
29189ed0-1456-46e0-8df2-089914bf5286,2,90,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
1f49035c-fa16-4b76-8d58-2a1195e3a67b,2,43,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
33a4b52d-78d8-4c91-9499-f92151e310c4,1,42,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
c78d51d7-8faf-440e-8bf1-db6c19922a6a,1,92,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
a5d2ca60-b3fb-4085-af9f-f167f98cd908,2,117,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
c9545d87-cf91-4709-9812-f82c2387b3c2,1,101,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
28171b14-7493-4909-b4ac-559da92d387f,1,73,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
e49064c9-b5f1-464f-a8f5-fa3f54da2d50,1,60,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
afb0a5f0-6ab7-4f79-b95a-468eab8200ed,2,180,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
8bce0879-116e-4b3f-9c53-c79e32d7a24a,2,161,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
4c6771d8-0fe7-4ff8-9728-b5ad24749719,1,107,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
115c4768-22de-4daa-8b34-06ea72b4c9d5,1,104,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
d02e8d09-f9df-4065-9ba6-7e3fb0b2101e,2,158,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
652f86c8-bbc6-4bbd-878d-c4a2b2419796,1,56,1,1,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
2d486b35-105e-47f2-9370-454b11e63284,1,143,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
c91dcc63-a243-48e6-976d-c84e9c8ed57a,2,134,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
bcf936aa-2d5b-4abd-a6f7-d7e4d8048ba5,2,172,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
f71a28ee-08aa-4dc1-8fc3-84eadfba8a01,2,96,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
dba0c532-20d4-4d51-a60f-86cf09a41746,1,106,1,1,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
0c5cd258-bcb9-418e-93b9-a815261d91d9,1,141,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
3ea010a7-d531-4057-89aa-c27c34723b42,1,66,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
6ece61ca-20cd-41cc-800d-6ce43e9201ae,2,58,1,2,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
0b0d2fc6-9f44-4ec2-8fcd-9966fba3032a,2,131,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
9a3f3706-67ca-4d06-abdc-635ed7ed1da9,1,175,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
c27e5dfb-b2a4-449a-8724-413567af536c,1,87,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
b1f76087-1275-4e49-92cc-65cd9b84a324,2,103,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
18305b26-96a9-4731-9c58-534a5c0836f7,1,167,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
2ddf258a-d08a-46dc-bac0-a3bd08435066,1,98,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
f78c42a2-6f44-44a8-b4ff-41366cf86c24,1,149,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
0b5b7852-cb5c-43b4-aaa5-ce164cbaf7eb,2,46,1,2,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
4b707c09-b81e-454c-aced-fbd5a5e5aeca,2,91,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
33a879ab-b5cb-4999-ab9c-565c5f932d1e,1,164,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
80bf7ccc-e769-4a41-a825-a2a75c652527,1,98,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
0977edc8-d163-4de4-a8de-267feee00d87,1,77,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
88821b32-d9ed-49b1-a677-397ab9e7915a,1,174,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
5ad9ca9e-7ea5-4731-8788-7f9fe9132b9d,2,117,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
9df344c6-7c19-4a59-934a-a9e1ded5eed3,1,71,1,2,5,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
790e3edb-d745-479c-830f-c8639ac69448,2,108,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
96508d84-d160-49ef-aca6-4238186099f9,1,41,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
02710f66-ffa7-4092-9877-a82941c194ef,2,109,1,2,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
32aca178-da04-41aa-b87c-2d20db86a444,2,124,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
7206417f-9207-4296-a6bf-afbb8e583f39,2,146,1,1,1,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
85d6e1ec-37a9-477a-9081-14db650b3b28,2,135,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
42def1bf-b2ef-4a47-809b-d9080dc41a40,2,34,1,1,2,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
b769f49b-1d9c-4b1f-84a8-00212307d6db,1,109,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
001fd846-a47e-4cc9-9995-47800ca9b203,1,104,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
7f9c56da-29ec-402a-9c79-3efc109be92e,1,115,1,1,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
32566c94-3eb3-4aa9-bebd-1d1de24dafed,1,146,1,2,4,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
f3e0629c-aed9-4ce4-bbdd-b36a0cb4a449,1,147,1,2,3,1,1,1,1,2,1,2,2,1,1,1,False,False,False,False
